,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
2240,Maruti Zen LXi - BS III,2005,60000,70000,0,Individual,1,2,17.3,993,60.0,5.0
2241,Maruti SX4 Zxi with Leather BSIII,2008,150000,89000,0,Individual,1,2,15.6,1586,104.68,5.0
2242,Honda Brio Exclusive Edition,2014,335000,33033,0,Dealer,1,1,19.4,1198,86.8,5.0
2243,Maruti Swift VDI,2013,525000,69000,1,Individual,1,2,22.9,1248,74.0,5.0
2244,Hyundai Grand i10 AT Asta,2015,465000,63063,0,Dealer,0,1,18.9,1197,82.0,5.0
2245,Tata Indica V2 eLX,2012,83000,90000,1,Individual,1,2,25.0,1396,69.0,5.0
2246,Hyundai EON Era Plus,2017,300000,8000,0,Individual,1,1,21.1,814,55.2,5.0
2247,Hyundai i20 1.2 Sportz,2012,350000,35000,0,Individual,1,1,17.0,1197,80.0,5.0
2248,Hyundai i20 1.2 Sportz,2011,300000,45000,0,Individual,1,1,17.0,1197,80.0,5.0
2249,Fiat Linea 1.3 Active,2011,250000,30000,1,Individual,1,1,20.4,1248,91.2,5.0
2250,Maruti 800 Std,2006,114999,59000,0,Individual,1,2,16.1,796,37.0,4.0
2251,Maruti Ertiga VXI Petrol,2018,700000,6200,0,Individual,1,1,19.34,1462,103.0,7.0
2252,Maruti Celerio X ZXI,2020,250000,120000,0,Individual,1,2,21.63,998,67.0,5.0
2253,Maruti Wagon R LXI BS IV,2016,350000,70000,0,Individual,1,1,20.51,998,67.04,5.0
2254,Maruti Omni 5 Str STD,1998,80000,70000,0,Individual,1,1,14.0,796,35.0,5.0
2255,Mahindra Scorpio S2 7 Seater,2017,850000,110000,1,Individual,1,1,15.4,2523,75.0,7.0
2256,Chevrolet Spark 1.0 LS,2007,90000,93000,0,Individual,1,3,18.0,995,62.0,5.0
2257,Chevrolet Tavera Neo 3 10 Seats BSIII,2014,600000,110000,1,Individual,1,1,13.58,2499,72.4,10.0
2258,Maruti Alto LX,2007,135000,57000,0,Individual,1,1,19.7,796,46.3,5.0
2259,Hyundai Accent GLE,2005,150000,120000,0,Individual,1,1,13.2,1495,94.0,5.0
2260,Tata Indigo CS eLX BS IV,2012,259000,35000,1,Individual,1,1,23.03,1396,69.0,5.0
2261,Tata Indigo CS eLS BS IV,2012,220000,90000,1,Individual,1,1,23.03,1396,69.0,5.0
2262,Tata Indigo eCS LX BSIV,2012,246000,35000,1,Individual,1,2,23.03,1396,69.0,5.0
2263,Maruti Swift Dzire VXi,2009,240000,120000,0,Individual,1,1,17.5,1298,85.8,5.0
2264,Hyundai Creta 1.4 E Plus,2018,946000,60000,1,Individual,1,1,22.1,1396,88.7,5.0
2265,Tata Indigo eCS LX BSIV,2011,215000,70000,1,Individual,1,1,23.03,1396,69.0,5.0
2266,Maruti Zen LX,1999,50000,60000,0,Individual,1,3,17.3,993,60.0,5.0
2267,Honda Amaze S i-Dtech,2013,310000,100000,1,Individual,1,1,25.8,1498,98.6,5.0
2268,Hyundai i10 Magna,2008,220000,35000,0,Individual,1,1,20.36,1197,78.9,5.0
2269,Maruti Swift Vdi BSIII,2008,195000,90000,1,Individual,1,3,17.8,1248,75.0,5.0
2270,Hyundai i20 Active 1.2 S,2015,650000,50000,0,Individual,1,1,17.19,1197,81.86,5.0
2271,Hyundai i20 1.2 Magna,2011,350000,98000,0,Individual,1,1,18.5,1197,80.0,5.0
2272,Hyundai i20 Asta 1.2,2013,360000,30000,0,Individual,1,1,18.5,1197,82.85,5.0
2273,Hyundai Elantra SX,2013,550000,50000,0,Individual,1,2,16.3,1797,147.5,5.0
2274,Hyundai Grand i10 Sportz,2016,490000,26000,0,Individual,1,1,18.9,1197,82.0,5.0
2275,Maruti Alto LXi,2011,195000,46000,0,Individual,1,2,19.7,796,46.3,5.0
2276,Maruti Alto LX,2010,125000,80000,0,Individual,1,3,19.7,796,46.3,5.0
2277,Tata Tiago 1.2 Revotron XZ,2019,459999,10000,0,Individual,1,1,23.84,1199,84.0,5.0
2278,Maruti Alto 800 LXI,2015,275000,16700,0,Individual,1,1,22.74,796,47.3,5.0
2279,Maruti Swift Dzire VDI,2018,680000,70000,1,Individual,1,1,28.4,1248,74.02,5.0
2280,Maruti Swift Dzire ZXI,2015,600000,7967,0,Individual,1,1,20.85,1197,83.14,5.0
2281,Maruti Swift ZXI Plus,2018,720000,20000,0,Individual,1,1,22.0,1197,81.8,5.0
2282,Renault KWID RXT Optional,2016,356000,9656,0,Individual,1,1,25.17,799,53.3,5.0
2283,Hyundai i10 Era,2011,225000,50000,0,Individual,1,1,19.81,1086,68.05,5.0
2284,Ford Freestyle Titanium Diesel BSIV,2019,725000,17000,1,Individual,1,1,24.4,1498,98.63,5.0
2285,Chevrolet Spark 1.0 LT,2010,130000,50000,0,Individual,1,1,18.0,995,62.0,5.0
2286,Renault KWID RXT,2015,300000,10000,0,Individual,1,1,25.17,799,53.3,5.0
2287,Hyundai i20 Sportz 1.2,2013,400000,43000,0,Individual,1,2,18.5,1197,82.85,5.0
2288,Hyundai Verna 1.4 CX,2013,550000,50000,1,Individual,1,1,23.5,1396,88.7,5.0
2289,Maruti Wagon R PRIMEA,2006,120000,90000,0,Individual,1,2,18.9,998,67.0,5.0
2290,Mahindra Xylo D4 BSIV,2012,409999,100000,1,Individual,1,2,14.0,2498,112.0,8.0
2291,Hyundai Santro Xing (Non-AC),2010,110000,80000,0,Individual,1,2,0.0,1086,62.1,5.0
2292,Mahindra Bolero 2011-2019 SLX,2012,450000,120000,1,Individual,1,1,15.96,2523,62.1,7.0
2293,Maruti Swift VXI,2019,610000,5000,0,Individual,1,1,21.21,1197,81.8,5.0
2294,Ford Ecosport 1.5 DV5 MT Trend,2016,515000,68609,1,Dealer,1,1,22.7,1498,89.84,5.0
2295,Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,925000,33360,1,Dealer,1,1,22.77,1498,98.59,5.0
2296,Nissan Kicks XL BSIV,2019,860000,14317,0,Dealer,1,1,14.23,1498,104.55,5.0
2297,Ford Figo Diesel Titanium,2012,225000,87237,1,Dealer,1,2,20.0,1399,68.05,5.0
2298,Ford Figo 1.5D Trend MT,2017,500000,62960,1,Dealer,1,1,25.83,1498,99.0,5.0
2299,Maruti Swift Dzire AMT VXI,2017,600000,26634,0,Dealer,0,1,21.21,1197,81.8,5.0
2300,Ford Figo Diesel EXI Option,2012,195000,163720,1,Dealer,1,1,18.5,1399,68.0,5.0
2301,Maruti Wagon R LXI BS IV,2012,265000,67998,0,Dealer,1,1,18.9,998,67.1,5.0
2302,Ford Freestyle Trend Diesel,2018,650000,20706,1,Dealer,1,1,23.8,1499,98.63,5.0
2303,Ford Figo Aspire 1.5 TDCi Trend,2015,415000,100581,1,Dealer,1,1,25.83,1498,99.0,5.0
2304,Renault Duster 85PS Diesel RxE Adventure,2015,600000,67303,1,Dealer,1,1,20.45,1461,83.8,5.0
2305,Maruti Ritz VXi,2013,340000,79139,0,Dealer,1,1,18.5,1197,85.8,5.0
2306,Hyundai Grand i10 CRDi Sportz,2014,350000,84784,1,Dealer,1,1,24.0,1120,70.0,5.0
2307,Maruti Ritz LDi,2012,265000,130376,1,Dealer,1,2,23.2,1248,73.94,5.0
2308,Tata Safari DICOR 2.2 EX 4x2,2017,625000,72000,1,Individual,1,1,13.93,2179,138.03,7.0
2309,Hyundai Verna CRDi SX,2008,245000,127000,1,Individual,1,2,16.8,1493,110.0,5.0
2310,Maruti Swift VDI BSIV,2014,395000,120000,1,Individual,1,1,25.2,1248,74.0,5.0
2311,Hyundai Xcent 1.1 CRDi S,2014,490000,100000,1,Individual,1,1,24.4,1120,71.0,5.0
2312,Maruti Ertiga SHVS VDI,2018,955000,40000,1,Individual,1,1,24.52,1248,88.5,7.0
2313,Maruti Swift Dzire VDI,2013,525000,110000,1,Individual,1,1,23.4,1248,74.0,5.0
2314,Tata Tigor 1.2 Revotron XZ Option,2017,550000,30000,0,Individual,1,1,20.3,1199,84.0,5.0
2315,Tata Indica Vista TDI LX,2014,200000,120000,1,Individual,1,2,19.1,1405,70.0,5.0
2316,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,500000,15000,0,Individual,1,1,18.16,1196,86.8,5.0
2317,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2016,825000,33500,1,Individual,1,1,23.65,1248,88.5,5.0
2318,Mahindra Quanto C6,2012,250000,70000,1,Individual,1,1,17.21,1493,100.0,7.0
2319,Toyota Etios Cross 1.2L G,2015,600000,10000,0,Individual,1,1,18.16,1197,78.8,5.0
2320,Mahindra Scorpio S7 120,2018,1325000,22053,1,Individual,1,1,16.36,2179,120.0,7.0
2321,Mahindra TUV 300 T8,2016,770000,50000,1,Individual,1,1,18.49,1493,100.0,7.0
2322,Chevrolet Optra Magnum 2.0 LS,2011,415000,78432,1,Individual,1,1,16.52,1991,123.7,5.0
2323,Hyundai Santa Fe 4X4,2011,825000,125000,1,Individual,1,2,14.66,2199,194.3,7.0
2324,Ford Aspire Trend Diesel BSIV,2018,530000,80000,1,Individual,1,1,26.1,1498,99.23,5.0
2325,Toyota Innova 2.5 V Diesel 8-seater,2006,425000,270000,1,Individual,1,3,12.8,2494,102.0,8.0
2326,Honda Brio V MT,2012,310000,50000,0,Individual,1,2,19.4,1198,86.8,5.0
2327,Tata Tiago 1.2 Revotron XZ,2017,390000,20000,0,Individual,1,1,23.84,1199,84.0,5.0
2328,Hyundai Creta 1.6 VTVT E Plus,2016,700000,30000,0,Individual,1,1,15.29,1591,121.3,5.0
2329,Hyundai i10 Sportz 1.1L,2010,200000,70000,0,Individual,1,2,19.81,1086,68.05,5.0
2330,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1050000,7200,1,Individual,1,1,12.99,2494,100.6,8.0
2331,Honda City i DTEC SV,2014,580000,97000,1,Individual,1,1,26.0,1498,98.6,5.0
2332,Hyundai EON Era Plus,2014,200000,60000,0,Individual,1,2,21.1,814,55.2,5.0
2333,Chevrolet Sail Hatchback Petrol LS ABS,2013,245000,25000,0,Individual,1,1,18.2,1199,84.8,5.0
2334,Hyundai i10 Sportz,2010,210000,94000,0,Individual,1,2,20.36,1197,78.9,5.0
2335,Maruti Baleno LXI,2005,50000,90000,0,Individual,1,2,15.4,1590,94.0,5.0
2336,Chevrolet Captiva 2.2 LTZ AWD,2012,700000,50000,1,Individual,0,2,12.12,2231,184.0,7.0
2337,Tata Bolt Quadrajet XE,2019,660000,35000,1,Individual,1,1,22.95,1248,74.0,5.0
2338,Honda City i VTEC V,2015,630000,117500,0,Individual,1,2,17.4,1497,117.3,5.0
2339,Mahindra XUV500 W8 2WD,2012,950000,78500,1,Individual,1,1,15.1,2179,140.0,7.0
2340,Hyundai i20 1.2 Asta Dual Tone,2018,740000,8000,0,Individual,1,1,18.6,1197,81.83,5.0
2341,Ford Figo Aspire 1.2 Ti-VCT Sports Edition,2017,570000,25000,0,Individual,1,1,18.12,1196,86.8,5.0
2342,Hyundai Verna 1.6 SX,2012,450000,60000,1,Individual,1,3,22.32,1582,126.32,5.0
2343,Datsun RediGO 1.0 T Option,2019,390000,10000,0,Individual,1,1,22.5,999,67.0,5.0
2344,Ford Ikon 1.6 Nxt,2009,180000,70000,0,Individual,1,2,14.2,1597,92.0,5.0
2345,Tata Nano LX,2015,130000,60000,0,Individual,1,1,25.4,624,37.48,4.0
2346,Honda City 2017-2020 GXi,2006,270000,70000,0,Individual,1,2,17.7,1497,78.0,5.0
2347,Maruti 800 DX,1997,60000,25000,0,Individual,1,3,16.1,796,37.0,4.0
2348,Hyundai Verna 1.6 Xi ABS,2006,170000,90000,0,Individual,1,3,13.9,1599,103.2,5.0
2349,Hyundai Creta 1.6 CRDi SX,2015,978999,90000,1,Individual,1,1,19.67,1582,126.2,5.0
2350,Tata Tiago 1.2 Revotron XM,2018,490000,25000,0,Individual,1,1,23.84,1199,84.0,5.0
2351,Ford Fiesta Diesel Style,2012,280000,60000,1,Individual,1,2,23.5,1498,88.7,5.0
2352,Tata Tiago 1.2 Revotron XM,2018,390000,25000,0,Individual,1,1,23.84,1199,84.0,5.0
2353,Maruti Alto 800 VXI,2013,170000,60000,0,Individual,1,3,22.74,796,47.3,5.0
2354,Chevrolet Spark 1.0,2008,45000,70000,0,Individual,1,1,18.0,995,62.0,5.0
2355,Maruti Ertiga SHVS VDI,2016,640000,80000,1,Individual,1,2,24.52,1248,88.5,7.0
2356,Mahindra Scorpio S2 9 Seater,2015,650000,110000,1,Individual,1,2,15.4,2523,75.0,9.0
2357,Mahindra Scorpio LX,2013,500000,115717,1,Individual,1,1,12.05,2179,120.0,9.0
2358,Ford Fusion Plus 1.4 TDCi Diesel,2008,90000,110000,1,Individual,1,2,17.7,1399,68.0,5.0
2359,Tata Aria Pure LX 4x2,2014,480000,70000,1,Individual,1,2,15.05,2179,147.9,7.0
2360,Maruti Swift VXI,2019,630000,4000,0,Individual,1,1,21.21,1197,81.8,5.0
2361,Hyundai i10 Sportz,2011,250000,50000,0,Individual,1,1,20.36,1197,78.9,5.0
2362,Hyundai Grand i10 Sportz,2016,330000,70000,0,Individual,1,3,18.9,1197,82.0,5.0
2363,Hyundai i10 Magna,2009,180000,70000,0,Individual,1,2,20.36,1197,78.9,5.0
2364,Hyundai i20 Magna,2010,210000,50000,0,Individual,1,2,18.5,1197,80.0,5.0
2365,Maruti Swift Dzire ZDI,2016,550000,55000,1,Individual,1,1,26.59,1248,74.0,5.0
2366,Tata Nexon 1.2 Revotron XZA Plus,2020,950000,5000,0,Individual,0,1,17.0,1198,108.5,5.0
2367,Mahindra Bolero 2011-2019 ZLX,2013,430000,100000,1,Individual,1,2,15.96,2523,62.1,7.0
2368,Hyundai i10 Sportz,2014,348000,23000,0,Individual,1,2,20.36,1197,78.9,5.0
2369,Maruti Alto 800 LX,2014,196000,60000,0,Individual,1,2,22.74,796,47.3,5.0
2370,Maruti Wagon R LXI Minor,2010,150000,70000,0,Individual,1,2,18.9,1061,67.0,5.0
2371,Maruti Wagon R LXI Minor,2009,150000,60000,0,Individual,1,2,18.9,1061,67.0,5.0
2372,Tata Safari Storme VX Varicor 400,2019,1250000,100000,1,Individual,1,1,14.1,2179,153.86,7.0
2373,Maruti Ertiga VDI,2015,600000,90000,1,Individual,1,3,20.77,1248,88.76,7.0
2374,Tata Nano Lx BSIV,2010,65000,26432,0,Dealer,1,1,25.4,624,37.48,4.0
2375,Maruti Omni E 8 Str STD,2016,220000,46702,0,Dealer,1,1,16.8,796,34.2,8.0
2376,Maruti Omni E 8 Str STD,2016,220000,46706,0,Dealer,1,1,16.8,796,34.2,8.0
2377,Tata Indica V2 eXeta GLS,2006,110000,53523,0,Dealer,1,1,16.84,1193,64.4,5.0
2378,Chevrolet Beat Diesel LT,2012,175000,56365,1,Dealer,1,1,25.44,936,56.3,5.0
2379,Chevrolet Spark 1.0 LT,2011,160000,49563,0,Dealer,1,1,16.2,995,62.1,5.0
2380,Maruti 800 Std BSIII,2004,65000,56432,0,Dealer,1,1,16.1,796,37.0,4.0
2381,Maruti 800 AC,2002,60000,52365,0,Dealer,1,2,16.1,796,37.0,4.0
2382,Maruti Alto LXi BSIII,2007,120000,53512,0,Dealer,1,2,19.7,796,46.3,5.0
2383,Mahindra Ssangyong Rexton RX7,2013,1000000,40000,1,Individual,0,1,11.18,2696,184.0,7.0
2384,Maruti Wagon R LXI BS IV,2010,220000,46533,0,Dealer,1,1,18.9,998,67.1,5.0
2385,Maruti Omni 8 Seater BSIV,2008,114999,58632,0,Dealer,1,2,14.0,796,35.0,5.0
2386,Mahindra XUV500 AT W6 2WD,2016,850000,80000,1,Individual,0,2,16.0,2179,140.0,7.0
2387,Maruti Ertiga SHVS VDI,2016,750000,70000,1,Individual,1,1,24.52,1248,88.5,7.0
2388,Renault KWID 1.0 RXT Optional,2017,265000,90000,0,Individual,1,1,23.01,999,67.0,5.0
2389,Ford Classic 1.6 Duratec Titanium,2014,450000,110000,0,Individual,1,2,14.09,1596,99.6,5.0
2390,Mahindra Quanto C6,2013,225000,90000,1,Individual,1,1,17.21,1493,100.0,7.0
2391,Mahindra Scorpio S10 7 Seater,2015,1125000,70000,1,Individual,1,1,15.4,2179,120.0,7.0
2392,Maruti Swift VXI with ABS,2009,270000,80000,0,Individual,1,1,16.6,1197,85.0,5.0
2393,Maruti Alto LX,2007,130000,78000,0,Individual,1,1,19.7,796,46.3,5.0
2394,Mahindra Bolero Power Plus SLE,2017,660000,45000,1,Individual,1,1,16.5,1493,70.0,7.0
2395,Maruti Alto K10 VXI,2015,240000,50000,0,Individual,1,2,23.95,998,67.05,5.0
2396,Maruti Alto 800 LXI,2017,275000,58000,0,Individual,1,1,24.7,796,47.3,5.0
2397,Toyota Innova 2.5 VX 8 STR BSIV,2012,750000,120000,1,Individual,1,1,12.8,2494,102.0,8.0
2398,Chevrolet Aveo U-VA 1.2,2007,65000,30000,0,Individual,1,2,14.7,1150,76.0,5.0
2399,Tata Safari Storme EX,2017,850000,162000,1,Individual,1,1,14.1,2179,147.94,7.0
2400,Maruti Wagon R LXI CNG,2016,300000,50000,2,Individual,1,2,26.6,998,58.16,5.0
2401,Hyundai i20 1.2 Magna Executive,2018,555000,25000,0,Individual,1,2,18.6,1197,81.83,5.0
2402,Mahindra Scorpio 1.99 S6 Plus,2015,825000,60000,1,Individual,1,1,15.4,1997,120.0,7.0
2403,Hyundai Santro Xing GLS LPG,2010,150000,70000,3,Individual,1,3,13.45,1086,62.1,5.0
2404,Maruti Swift Dzire VDi,2009,185000,138000,1,Individual,1,2,19.3,1248,73.9,5.0
2405,Hyundai i10 Magna,2010,180000,70000,0,Individual,1,2,20.36,1197,78.9,5.0
2406,Maruti Alto LXi,2010,160000,48000,0,Individual,1,2,19.7,796,46.3,5.0
2407,Ford Endeavour 3.0L 4X2 AT,2012,500000,110000,1,Individual,0,1,11.4,2953,153.86,7.0
2408,Maruti Swift VDI BSIV,2014,375000,88000,1,Individual,1,2,25.2,1248,74.0,5.0
2409,Toyota Innova 2.5 GX (Diesel) 7 Seater,2015,900000,68000,1,Individual,1,1,12.99,2494,100.6,7.0
2410,Hyundai Grand i10 Sportz,2017,459999,70000,0,Individual,1,1,18.9,1197,82.0,5.0
2411,Renault Duster 85PS Diesel RxL,2014,480000,80000,1,Individual,1,1,20.45,1461,83.8,5.0
2412,Maruti Swift VDI,2013,320000,100000,1,Individual,1,3,22.9,1248,74.0,5.0
2413,Maruti Swift VDI,2013,370000,96000,1,Individual,1,2,22.9,1248,74.0,5.0
2414,Maruti Zen LX,2002,75000,30000,0,Individual,1,3,17.3,993,60.0,5.0
2415,Maruti Ritz LDi,2016,400000,60000,1,Individual,1,3,23.2,1248,73.94,5.0
2416,Maruti Swift VDI BSIV,2014,425000,65000,1,Individual,1,1,25.2,1248,74.0,5.0
2417,Maruti Celerio ZXI,2014,325000,48000,0,Individual,1,1,23.1,998,67.04,5.0
2418,Hyundai Grand i10 Magna,2016,350000,65300,0,Individual,1,2,18.9,1197,82.0,5.0
2419,Hyundai i20 1.2 Asta Dual Tone,2018,600000,40000,0,Individual,1,1,18.6,1197,81.83,5.0
2420,Chevrolet Beat Diesel,2012,120000,60000,1,Individual,1,2,25.44,936,57.6,5.0
2421,Maruti Alto K10 2010-2014 VXI,2012,200000,70000,0,Individual,1,2,20.92,998,67.1,5.0
2422,Maruti Alto LXi BSIII,2008,100000,70000,0,Individual,1,3,19.7,796,46.3,5.0
2423,Hyundai Grand i10 CRDi Asta,2014,350000,70000,1,Individual,1,2,24.0,1120,70.0,5.0
2424,Maruti Alto LXi,2006,85000,150000,0,Individual,1,2,19.7,796,46.3,5.0
2425,Maruti Alto K10 VXI Optional,2019,399000,10000,0,Individual,1,1,23.95,998,67.05,5.0
2426,Hyundai Verna 1.6 CRDI,2014,580000,56000,1,Individual,1,1,22.32,1582,126.3,5.0
2427,Datsun RediGO T Option,2017,290000,30000,0,Individual,1,1,22.7,799,53.64,5.0
2428,Hyundai Grand i10 Magna,2014,380000,50000,0,Individual,1,2,18.9,1197,82.0,5.0
2429,Ford Figo Diesel EXI,2010,200000,120000,1,Individual,1,1,20.0,1399,68.0,5.0
2430,Maruti Wagon R LXI CNG,2018,390000,40000,2,Individual,1,1,26.6,998,58.16,5.0
2431,Hyundai Grand i10 1.2 Kappa Asta,2017,500000,27500,0,Individual,1,1,18.9,1197,81.86,5.0
2432,Maruti Ertiga VDI,2012,520000,73000,1,Individual,1,1,20.77,1248,88.76,7.0
2433,Maruti Swift Dzire VDI,2017,650000,75000,1,Individual,1,1,26.59,1248,74.0,5.0
2434,Renault KWID Climber 1.0 MT,2018,380000,5000,0,Individual,1,1,23.01,999,67.0,5.0
2435,Maruti Wagon R LXI LPG BSIV,2010,275000,50000,3,Individual,1,1,26.2,998,58.2,5.0
2436,Maruti Swift Dzire VDI,2015,520000,70000,1,Individual,1,1,26.59,1248,74.0,5.0
2437,Maruti Swift Dzire VDI,2015,610000,60000,1,Individual,1,1,26.59,1248,74.0,5.0
2438,Maruti Wagon R LXI,2004,85000,110000,0,Individual,1,1,18.9,998,67.1,5.0
2439,Renault Duster 85PS Diesel RxL Optional,2013,490000,95000,1,Individual,1,1,20.46,1461,83.8,5.0
2440,Hyundai EON Era Plus,2015,229999,34000,0,Individual,1,2,21.1,814,55.2,5.0
2441,Hyundai Grand i10 Sportz,2015,411000,25000,0,Individual,1,1,18.9,1197,82.0,5.0
2442,Maruti Eeco CNG 5 Seater AC BSIV,2019,362000,120000,2,Individual,1,2,21.94,1196,61.7,5.0
2443,Toyota Etios Cross 1.4L GD,2014,550000,31000,1,Individual,1,1,23.59,1364,67.06,5.0
2444,Maruti Wagon R LXI CNG,2018,459999,70000,2,Individual,1,1,26.6,998,58.16,5.0
2445,Maruti Ritz VXi (ABS) BS IV,2011,190000,47000,0,Individual,1,1,18.5,1197,85.8,5.0
2446,Hyundai Santro Magna AMT BSIV,2019,499000,5000,0,Individual,0,1,20.3,1086,68.0,5.0
2447,Maruti Eeco 7 Seater Standard BSIV,2018,358000,44000,0,Individual,1,1,15.37,1196,73.0,7.0
2448,Toyota Etios Diesel TRD Sportivo,2012,278000,120000,1,Individual,1,2,23.59,1364,67.1,5.0
2449,Fiat Grande Punto EVO 1.3 Active,2014,320000,39395,1,Individual,1,1,21.2,1248,75.0,5.0
2450,Renault Fluence 1.5,2013,580000,67000,1,Individual,1,2,20.4,1461,108.5,5.0
2451,Honda City VX CVT,2019,1300000,20000,0,Individual,0,1,17.4,1497,117.6,5.0
2452,Honda Amaze VX i-DTEC,2018,825000,40000,1,Individual,1,1,25.8,1498,98.6,5.0
2453,Toyota Corolla AE,2004,170000,120000,0,Individual,1,2,13.4,1794,125.0,5.0
2454,Toyota Fortuner 4x4 MT,2014,1700000,80000,1,Individual,1,2,12.55,2982,168.5,7.0
2455,Hyundai Santro Sportz BSIV,2018,490000,7000,0,Individual,1,1,20.3,1086,68.0,5.0
2456,Mahindra XUV500 W4,2018,1050000,15000,1,Individual,1,1,16.0,2179,140.0,7.0
2457,Chevrolet Beat LT,2016,210000,50000,0,Individual,1,1,18.6,1199,76.8,5.0
2458,Mahindra Scorpio Intelli Hybrid S10,2016,1250000,30000,1,Individual,1,1,15.4,2179,120.0,7.0
2459,Maruti Swift VDI,2012,320000,120000,1,Individual,1,2,22.9,1248,74.0,5.0
2460,Chevrolet Optra Magnum 2.0 LT,2012,400000,64000,1,Individual,1,1,16.52,1991,123.7,5.0
2461,Maruti Ritz VDi,2013,320000,120000,1,Individual,1,1,23.2,1248,73.94,5.0
2462,Toyota Corolla Altis Diesel D4DG,2012,600000,85000,1,Individual,1,1,21.43,1364,87.2,5.0
2463,Maruti Alto K10 2010-2014 VXI,2012,275000,50000,0,Individual,1,1,20.92,998,67.1,5.0
2464,Maruti Alto LXi,2009,170000,59000,0,Individual,1,2,19.7,796,46.3,5.0
2465,Chevrolet Beat Diesel LT,2012,155000,98000,1,Individual,1,1,25.44,936,57.6,5.0
2466,Renault Duster 85PS Diesel RxL Plus,2015,620000,140000,1,Individual,1,2,20.45,1461,83.8,5.0
2467,Hyundai Grand i10 1.2 Kappa Sportz Option,2017,530000,50000,0,Individual,1,1,18.9,1197,81.86,5.0
2468,Toyota Etios Liva VD,2015,550000,40000,1,Individual,1,1,23.59,1364,67.04,5.0
2469,Honda City i DTEC SV,2014,600000,90000,1,Individual,1,1,26.0,1498,98.6,5.0
2470,Mahindra XUV500 W4,2014,649000,117000,1,Individual,1,3,15.1,2179,140.0,7.0
2471,Honda City i DTEC SV,2014,625000,90000,1,Individual,1,1,26.0,1498,98.6,5.0
2472,Chevrolet Spark 1.0 PS,2010,125000,70000,0,Individual,1,1,16.0,995,63.0,5.0
2473,Chevrolet Tavera Neo 3 LS 9 Str BSIII,2009,305000,230000,1,Individual,1,2,13.58,2499,72.4,9.0
2474,Maruti SX4 ZXI MT BSIV Leather,2010,285000,155000,0,Individual,1,2,15.5,1586,103.3,5.0
2475,Tata Xenon XT EX 4X4,2015,600000,60000,1,Individual,1,2,13.49,2179,138.03,5.0
2476,Mahindra KUV 100 mFALCON G80 K8,2016,426000,110000,0,Individual,1,1,18.15,1198,82.0,6.0
2477,Tata Indica Vista Terra 1.4 TDI,2010,180000,120000,1,Individual,1,1,17.0,1405,71.0,5.0
2478,Hyundai Verna 1.6 VGT CRDi,2011,400000,100000,1,Individual,1,2,22.32,1582,126.32,5.0
2479,Chevrolet Beat LS,2010,120000,40000,0,Individual,1,2,18.6,1199,79.4,5.0
2480,Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,110000,1,Individual,1,2,21.12,1248,88.8,5.0
2481,Maruti Alto K10 2010-2014 VXI,2011,190000,92500,0,Individual,1,2,20.92,998,67.1,5.0
2482,Maruti Alto 800 LXI,2017,310000,20000,0,Individual,1,1,24.7,796,47.3,5.0
2483,Renault KWID RXL,2019,380000,15000,0,Individual,1,1,25.17,799,53.3,5.0
2484,Mahindra Bolero Power Plus ZLX,2019,740000,14000,1,Individual,1,1,16.5,1493,70.0,7.0
2485,Datsun RediGO T Option,2016,260000,35000,0,Individual,1,1,22.7,799,53.64,5.0
2486,Maruti Alto K10 VXI,2017,320000,32000,0,Individual,1,2,23.95,998,67.05,5.0
2487,Maruti Wagon R LXI CNG,2013,211000,90000,2,Individual,1,1,26.6,998,58.16,5.0
2488,Maruti Swift Dzire VXI 1.2 BS IV,2018,650000,35000,0,Individual,1,1,22.0,1197,81.8,5.0
2489,Maruti Swift Dzire VDI,2017,651000,32500,1,Individual,1,2,28.4,1248,74.02,5.0
2490,Maruti Alto K10 VXI AGS,2019,380000,14000,0,Individual,0,1,23.95,998,67.05,5.0
2491,Chevrolet Beat Diesel LT,2014,160000,70000,1,Individual,1,3,25.44,936,56.3,5.0
2492,Hyundai Verna VTVT 1.6 AT SX Option,2019,1270000,20000,0,Individual,0,1,17.0,1591,121.3,5.0
2493,Maruti Wagon R Duo Lxi,2011,300000,300000,3,Individual,1,1,26.2,998,58.2,5.0
2494,Maruti Swift VDI Optional,2015,405000,100000,1,Individual,1,1,25.2,1248,74.0,5.0
2495,Mahindra XUV500 W8 2WD,2015,850000,64800,1,Individual,1,1,15.1,2179,140.0,7.0
2496,Mahindra Bolero Power Plus ZLX,2017,680000,90000,1,Individual,1,1,16.5,1493,70.0,7.0
2497,Hyundai Xcent 1.2 Kappa SX Option,2014,426999,80000,0,Individual,1,1,19.1,1197,82.0,5.0
2498,Hyundai Verna 1.4 CRDi,2015,525000,248000,1,Individual,1,1,24.8,1396,88.7,5.0
2499,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,1019999,60000,1,Individual,1,2,12.99,2494,100.6,7.0
